OrderID;SupplierID;PartNumber;OrderDate;DeliveryDate;OnTimeDelivery;LeadTime;QualityScore;Cost
5000;S5;P107;2023-04-11;2023-04-23;Sí;12;5,00;10122,03
5001;S5;P915;2023-12-30;2024-01-04;Sí;5;3,66;5577,08
5002;S7;P118;2023-08-30;2023-09-07;Sí;8;4,26;8884,57
5003;S8;P546;2023-01-01;2023-01-04;Sí;3;3,72;11020,58
5004;S4;P692;2023-08-30;2023-09-12;No;13;3,78;500,00
5005;S6;P775;2023-01-28;2023-02-12;Sí;15;3,37;20000,00
5006;S10;P457;2023-05-07;2023-05-13;Sí;6;2,63;7381,56
5007;S9;P365;2023-04-14;2023-04-17;Sí;3;5,00;8946,53
5008;S8;P261;2023-05-06;2023-05-20;Sí;14;3,16;3285,37
5009;S2;P753;2023-12-01;2023-12-12;Sí;11;3,55;5727,88
5010;S5;P588;2023-04-13;2023-04-17;No;4;5,00;4055,51
5011;S10;P146;2023-08-15;2023-08-18;No;3;2,09;7041,82
5012;S10;P187;2023-02-24;2023-03-01;Sí;5;4,34;4342,81
5013;S8;P521;2023-06-12;2023-06-15;Sí;3;1,00;3252,48
5014;S8;P281;2023-08-13;2023-08-30;Sí;17;4,33;5760,30
5015;S7;P227;2023-11-13;2023-11-26;No;13;5,00;2449,88
5016;S4;P155;2023-06-09;2023-06-19;Sí;10;4,44;500,00
5017;S1;P751;2023-10-16;2023-10-22;Sí;6;2,42;9296,30
5018;S8;P299;2023-10-19;2023-10-22;Sí;3;1,65;12336,14
5019;S7;P347;2023-05-30;2023-06-03;Sí;4;5,00;6095,77
5020;S6;P384;2023-07-16;2023-07-27;No;11;4,88;7262,59
5021;S7;P108;2023-11-19;2023-11-22;Sí;3;4,30;8199,45
5022;S6;P543;2023-09-06;2023-09-09;No;3;4,37;11903,63
5023;S5;P710;2023-12-03;2023-12-06;No;3;3,35;18052,24
5024;S5;P191;2023-06-05;2023-06-10;No;5;4,29;13878,54
5025;S6;P872;2023-04-27;2023-04-30;Sí;3;5,00;8016,91
5026;S6;P744;2023-06-08;2023-07-02;Sí;24;3,04;8344,86
5027;S5;P391;2023-02-11;2023-02-16;Sí;5;1,83;2030,78
5028;S3;P561;2023-12-04;2023-12-10;Sí;6;4,86;12520,87
5029;S7;P704;2023-07-09;2023-07-16;Sí;7;2,33;7403,79
5030;S7;P580;2023-02-16;2023-02-23;Sí;7;1,13;1656,95
5031;S1;P656;2023-11-30;2023-12-05;Sí;5;2,60;3831,13
5032;S4;P872;2023-06-05;2023-06-08;Sí;3;5,00;13934,83
5033;S5;P127;2023-09-24;2023-09-27;Sí;3;5,00;10416,60
5034;S9;P645;2023-01-20;2023-01-28;Sí;8;3,31;17453,15
5035;S9;P876;2023-05-05;2023-05-25;Sí;20;5,00;12662,95
5036;S8;P505;2023-01-08;2023-01-22;Sí;14;4,93;8652,01
5037;S1;P593;2023-12-29;2024-01-02;Sí;4;2,88;15180,98
5038;S7;P746;2023-01-09;2023-01-12;Sí;3;4,34;5865,33
5039;S6;P523;2023-04-14;2023-04-25;Sí;11;3,11;2561,92
5040;S10;P431;2023-03-03;2023-03-14;Sí;11;5,00;5522,85
5041;S8;P683;2023-11-11;2023-11-14;Sí;3;2,56;3445,88
5042;S4;P211;2023-01-06;2023-01-20;Sí;14;5,00;8620,17
5043;S3;P886;2023-01-14;2023-01-17;No;3;3,34;14724,60
5044;S1;P855;2023-05-23;2023-05-31;Sí;8;1,30;6604,76
5045;S9;P292;2023-10-24;2023-11-01;Sí;8;4,82;7165,27
5046;S6;P759;2023-02-20;2023-02-23;Sí;3;5,00;5046,34
5047;S10;P445;2023-09-21;2023-10-01;Sí;10;5,00;15080,19
5048;S10;P497;2023-07-30;2023-08-02;Sí;3;5,00;15779,78
5049;S10;P430;2023-01-12;2023-01-15;Sí;3;4,47;3132,72
5050;S3;P995;2023-01-11;2023-01-20;Sí;9;3,12;8490,71
5051;S3;P588;2023-12-10;2023-12-13;Sí;3;2,85;3980,45
5052;S2;P407;2023-05-27;2023-06-07;No;11;3,73;500,00
5053;S5;P403;2023-10-18;2023-10-21;Sí;3;3,10;17742,26
5054;S3;P699;2023-09-10;2023-09-13;Sí;3;3,24;8516,62
5055;S5;P817;2023-07-23;2023-07-29;Sí;6;5,00;10871,22
5056;S7;P229;2023-11-18;2023-12-08;Sí;20;5,00;14172,08
5057;S3;P822;2023-04-22;2023-05-02;Sí;10;3,79;10151,68
5058;S2;P169;2023-01-05;2023-01-11;Sí;6;2,00;5712,52
5059;S10;P985;2023-06-01;2023-06-17;No;16;1,00;11895,98
5060;S2;P896;2023-09-24;2023-10-12;Sí;18;5,00;3575,58
5061;S9;P947;2023-12-30;2024-01-03;Sí;4;5,00;6119,29
5062;S5;P293;2023-02-02;2023-02-05;Sí;3;5,00;1947,09
5063;S1;P135;2023-09-22;2023-09-26;No;4;4,95;11932,56
5064;S6;P907;2023-04-08;2023-04-11;No;3;1,87;9111,62
5065;S5;P626;2023-11-03;2023-11-12;Sí;9;2,29;4993,59
5066;S9;P590;2023-06-04;2023-06-24;Sí;20;3,28;6850,39
5067;S10;P519;2023-03-08;2023-03-22;Sí;14;1,00;1504,00
5068;S8;P796;2023-04-11;2023-04-22;Sí;11;1,00;7079,84
5069;S7;P592;2023-08-18;2023-08-28;No;10;4,28;5380,83
5070;S5;P929;2023-04-08;2023-04-11;Sí;3;5,00;11743,91
5071;S1;P608;2023-12-02;2023-12-11;No;9;5,00;10129,37
5072;S8;P710;2023-06-01;2023-06-08;Sí;7;2,41;500,00
5073;S2;P175;2023-04-24;2023-05-05;Sí;11;3,27;500,00
5074;S5;P732;2023-12-13;2023-12-17;No;4;5,00;14390,47
5075;S6;P606;2023-09-23;2023-10-04;Sí;11;3,16;2591,97
5076;S9;P700;2023-12-13;2023-12-18;Sí;5;5,00;500,00
5077;S10;P702;2023-10-29;2023-11-01;No;3;1,56;5431,09
5078;S5;P467;2023-12-13;2023-12-16;Sí;3;4,15;2372,96
5079;S8;P612;2023-06-07;2023-06-20;No;13;5,00;6791,27
5080;S1;P218;2023-11-23;2023-12-10;Sí;17;5,00;2987,10
5081;S1;P611;2023-02-27;2023-03-16;No;17;2,98;16227,69
5082;S10;P944;2023-03-03;2023-03-09;Sí;6;1,00;14036,70
5083;S10;P546;2023-05-29;2023-06-17;Sí;19;4,19;6321,83
5084;S5;P787;2023-01-20;2023-01-23;Sí;3;3,18;7904,53
5085;S7;P624;2023-03-13;2023-03-16;Sí;3;5,00;9832,48
5086;S9;P640;2023-07-30;2023-08-16;Sí;17;5,00;13390,22
5087;S10;P170;2023-11-18;2023-11-28;No;10;2,24;9188,53
5088;S8;P970;2023-06-13;2023-06-26;Sí;13;2,40;500,00
5089;S5;P841;2023-04-04;2023-04-14;Sí;10;2,95;11101,30
5090;S4;P541;2023-09-18;2023-09-21;No;3;4,51;11870,02
5091;S10;P209;2023-09-02;2023-09-17;Sí;15;4,20;5147,24
5092;S10;P702;2023-12-28;2024-01-19;Sí;22;1,00;15440,00
5093;S1;P339;2023-05-29;2023-06-10;Sí;12;5,00;8518,06
5094;S10;P919;2023-05-20;2023-05-25;Sí;5;2,85;12350,31
5095;S6;P214;2023-12-22;2023-12-30;Sí;8;5,00;5939,01
5096;S10;P329;2023-07-23;2023-07-28;Sí;5;5,00;6914,72
5097;S4;P625;2023-10-05;2023-10-08;Sí;3;1,00;4620,48
5098;S6;P618;2023-01-11;2023-01-14;Sí;3;2,94;13431,81
5099;S7;P211;2023-03-31;2023-04-13;Sí;13;5,00;8027,82
5100;S10;P682;2023-09-04;2023-09-07;Sí;3;3,58;2556,18
5101;S7;P801;2023-03-18;2023-04-01;Sí;14;5,00;500,00
5102;S9;P681;2023-12-13;2023-12-21;Sí;8;2,19;11116,69
5103;S3;P947;2023-04-17;2023-04-20;Sí;3;1,34;10475,77
5104;S3;P115;2023-04-22;2023-04-25;Sí;3;4,45;12894,88
5105;S10;P161;2023-10-04;2023-10-07;Sí;3;5,00;14343,90
5106;S1;P311;2023-08-16;2023-08-29;Sí;13;2,89;11134,29
5107;S2;P344;2023-02-22;2023-03-06;Sí;12;4,92;7592,20
5108;S6;P254;2023-06-11;2023-06-21;Sí;10;5,00;5365,43
5109;S7;P708;2023-04-19;2023-04-23;Sí;4;1,93;13124,59
5110;S4;P825;2023-05-02;2023-05-05;Sí;3;1,00;5294,94
5111;S8;P632;2023-08-23;2023-08-27;Sí;4;1,77;9100,56
5112;S3;P676;2023-04-30;2023-05-04;No;4;4,02;8346,19
5113;S5;P286;2023-04-08;2023-05-01;Sí;23;2,80;500,00
5114;S6;P665;2023-01-15;2023-01-18;No;3;3,72;5796,51
5115;S10;P891;2023-09-04;2023-09-07;No;3;5,00;17554,97
5116;S9;P908;2023-05-30;2023-06-10;Sí;11;5,00;10406,80
5117;S8;P860;2023-05-08;2023-05-18;Sí;10;5,00;7518,36
5118;S9;P766;2023-06-25;2023-07-03;Sí;8;2,97;13611,28
5119;S2;P883;2023-05-15;2023-05-22;Sí;7;2,21;7965,41
5120;S3;P420;2023-08-06;2023-08-09;Sí;3;5,00;1098,27
5121;S3;P124;2023-02-18;2023-02-27;Sí;9;1,86;16533,50
5122;S2;P789;2023-02-28;2023-03-25;Sí;25;2,55;14239,06
5123;S10;P266;2023-03-22;2023-03-27;Sí;5;3,32;500,00
5124;S7;P954;2023-11-12;2023-11-27;Sí;15;3,44;5220,68
5125;S8;P574;2023-08-01;2023-08-04;Sí;3;2,93;20000,00
5126;S7;P894;2023-05-04;2023-05-17;Sí;13;3,32;6778,60
5127;S2;P912;2023-06-21;2023-07-04;Sí;13;4,38;7594,46
5128;S1;P964;2023-08-14;2023-08-22;Sí;8;5,00;13468,11
5129;S6;P440;2023-12-16;2023-12-20;Sí;4;3,26;13468,71
5130;S7;P636;2023-08-01;2023-08-21;No;20;1,00;15472,79
5131;S6;P793;2023-10-27;2023-11-09;Sí;13;4,89;7845,54
5132;S1;P799;2023-10-01;2023-10-09;Sí;8;5,00;12397,15
5133;S3;P474;2023-11-11;2023-11-22;Sí;11;3,42;12970,84
5134;S1;P637;2023-01-13;2023-01-30;Sí;17;1,81;1169,76
5135;S4;P274;2023-03-15;2023-04-01;No;17;4,21;11461,01
5136;S7;P260;2023-07-14;2023-07-17;Sí;3;3,38;1637,73
5137;S8;P118;2023-05-30;2023-06-18;Sí;19;5,00;10582,95
5138;S5;P521;2023-11-03;2023-11-24;No;21;1,45;11507,12
5139;S7;P192;2023-09-23;2023-09-26;No;3;4,93;4021,83
5140;S9;P258;2023-02-25;2023-03-05;No;8;1,00;6154,04
5141;S7;P763;2023-09-19;2023-09-22;Sí;3;3,26;6629,01
5142;S1;P984;2023-08-11;2023-08-17;Sí;6;4,22;1688,19
5143;S7;P409;2023-11-06;2023-11-19;Sí;13;4,29;6946,48
5144;S7;P526;2023-06-27;2023-06-30;Sí;3;5,00;11551,03
5145;S8;P201;2023-05-26;2023-06-02;Sí;7;3,73;8158,48
5146;S4;P565;2023-12-25;2023-12-28;Sí;3;3,77;2971,75
5147;S3;P596;2023-06-24;2023-07-09;Sí;15;1,88;20000,00
5148;S5;P240;2023-02-23;2023-03-16;Sí;21;4,00;9313,41
5149;S9;P457;2023-02-13;2023-02-26;Sí;13;4,82;4392,18
5150;S1;P503;2023-05-20;2023-05-23;Sí;3;4,87;500,00
5151;S9;P577;2023-07-20;2023-07-29;Sí;9;2,89;1441,51
5152;S2;P671;2023-05-04;2023-05-07;Sí;3;5,00;8563,88
5153;S10;P828;2023-05-10;2023-05-18;Sí;8;5,00;12865,05
5154;S3;P114;2023-07-07;2023-07-20;Sí;13;4,87;10058,50
5155;S5;P420;2023-06-25;2023-07-07;Sí;12;5,00;7071,25
5156;S5;P350;2023-09-30;2023-10-07;Sí;7;4,18;500,00
5157;S4;P449;2023-12-29;2024-01-08;Sí;10;5,00;3871,79
5158;S1;P228;2023-11-18;2023-11-22;No;4;5,00;12497,96
5159;S4;P342;2023-07-05;2023-07-13;Sí;8;2,76;9585,77
5160;S2;P651;2023-10-07;2023-10-12;Sí;5;3,32;4766,15
5161;S1;P277;2023-12-16;2023-12-19;Sí;3;2,32;2677,53
5162;S9;P167;2023-09-19;2023-09-30;Sí;11;5,00;14557,21
5163;S5;P395;2023-02-24;2023-03-05;Sí;9;5,00;6019,45
5164;S5;P105;2023-05-03;2023-05-10;No;7;2,97;1798,19
5165;S3;P959;2023-02-05;2023-02-11;No;6;1,74;4578,97
5166;S3;P945;2023-05-23;2023-06-01;Sí;9;1,00;14219,13
5167;S8;P523;2023-11-29;2023-12-02;Sí;3;1,00;12721,38
5168;S6;P685;2023-06-25;2023-06-30;Sí;5;1,00;13099,37
5169;S7;P308;2023-01-07;2023-01-10;Sí;3;1,23;14841,06
5170;S8;P984;2023-10-09;2023-10-16;Sí;7;5,00;6243,38
5171;S5;P818;2023-09-17;2023-09-28;Sí;11;4,15;4437,62
5172;S1;P818;2023-12-18;2023-12-21;Sí;3;2,43;10740,50
5173;S9;P511;2023-02-23;2023-03-02;Sí;7;5,00;8674,63
5174;S4;P812;2023-05-31;2023-06-06;Sí;6;5,00;5166,45
5175;S9;P881;2023-06-19;2023-06-22;No;3;4,09;3834,20
5176;S4;P737;2023-10-12;2023-10-16;Sí;4;5,00;5190,77
5177;S6;P241;2023-06-30;2023-07-04;No;4;2,93;3209,75
5178;S6;P224;2023-07-08;2023-07-12;Sí;4;4,69;3030,03
5179;S8;P719;2023-11-04;2023-11-15;Sí;11;1,33;11495,52
5180;S6;P122;2023-06-18;2023-07-08;Sí;20;4,84;19852,15
5181;S8;P830;2023-07-11;2023-07-18;Sí;7;3,87;14423,30
5182;S9;P308;2023-11-24;2023-12-03;Sí;9;3,70;3063,15
5183;S10;P705;2023-12-25;2024-01-09;Sí;15;1,00;8615,77
5184;S4;P581;2023-10-15;2023-10-23;Sí;8;4,62;5984,41
5185;S10;P489;2023-05-25;2023-05-31;Sí;6;3,50;8084,49
5186;S6;P276;2023-06-27;2023-07-04;Sí;7;1,81;3460,97
5187;S5;P846;2023-12-23;2024-01-01;Sí;9;2,34;500,00
5188;S10;P613;2023-08-30;2023-09-04;Sí;5;4,45;500,00
5189;S3;P417;2023-04-11;2023-04-18;No;7;1,00;819,69
5190;S2;P299;2023-06-26;2023-06-29;Sí;3;4,46;3526,59
5191;S7;P223;2023-08-18;2023-09-02;Sí;15;3,91;11672,64
5192;S6;P917;2023-02-12;2023-02-28;Sí;16;4,46;1198,83
5193;S10;P181;2023-02-01;2023-02-06;Sí;5;1,00;12066,15
5194;S10;P696;2023-11-10;2023-11-13;Sí;3;4,59;5418,14
5195;S7;P732;2023-11-29;2023-12-17;Sí;18;4,72;8449,78
5196;S9;P103;2023-09-09;2023-09-16;Sí;7;5,00;8120,24
5197;S3;P891;2023-04-08;2023-04-11;No;3;4,76;6492,87
5198;S8;P629;2023-09-25;2023-10-10;Sí;15;2,77;4578,81
5199;S7;P490;2023-01-05;2023-01-08;Sí;3;3,32;7574,11
5200;S1;P609;2023-07-08;2023-07-17;No;9;5,00;12673,58
5201;S7;P467;2023-09-01;2023-09-04;Sí;3;5,00;9811,79
5202;S5;P579;2023-08-13;2023-09-01;No;19;5,00;7564,02
5203;S1;P469;2023-02-26;2023-03-08;Sí;10;5,00;1304,71
5204;S10;P292;2023-12-14;2023-12-23;Sí;9;4,46;17078,80
5205;S9;P981;2023-06-06;2023-06-16;Sí;10;2,54;7950,70
5206;S5;P979;2023-08-27;2023-08-30;No;3;5,00;5099,48
5207;S3;P469;2023-03-17;2023-03-30;Sí;13;5,00;4548,53
5208;S3;P541;2023-07-03;2023-07-06;Sí;3;5,00;5935,35
5209;S7;P390;2023-10-30;2023-11-02;Sí;3;5,00;14386,50
5210;S7;P643;2023-01-25;2023-01-28;Sí;3;1,85;2485,69
5211;S7;P842;2023-06-07;2023-06-14;Sí;7;1,45;7916,13
5212;S7;P618;2023-11-08;2023-11-12;Sí;4;5,00;2856,09
5213;S9;P444;2023-12-26;2024-01-07;Sí;12;3,40;7056,10
5214;S2;P800;2023-03-16;2023-03-31;Sí;15;2,50;12498,73
5215;S10;P590;2023-06-02;2023-06-06;Sí;4;5,00;8482,32
5216;S7;P170;2023-07-03;2023-07-07;Sí;4;3,45;10972,97
5217;S9;P201;2023-10-01;2023-10-09;No;8;3,32;13246,23
5218;S4;P319;2023-03-04;2023-03-08;Sí;4;4,24;500,00
5219;S7;P474;2023-06-03;2023-06-06;Sí;3;2,56;11561,78
5220;S6;P788;2023-06-17;2023-06-20;Sí;3;2,87;11221,87
5221;S6;P144;2023-06-01;2023-06-07;Sí;6;4,67;8324,73
5222;S10;P772;2023-12-23;2024-01-03;Sí;11;1,00;6540,42
5223;S3;P543;2023-01-22;2023-02-03;Sí;12;1,00;2546,95
5224;S9;P260;2023-02-24;2023-02-27;Sí;3;1,55;7053,31
5225;S4;P957;2023-05-29;2023-06-11;No;13;5,00;4105,27
5226;S5;P696;2023-05-03;2023-05-17;Sí;14;5,00;3476,49
5227;S8;P571;2023-08-26;2023-09-05;No;10;3,22;11570,00
5228;S4;P992;2023-04-22;2023-05-01;No;9;5,00;1119,99
5229;S5;P315;2023-04-18;2023-04-21;Sí;3;2,58;11319,29
5230;S3;P683;2023-05-12;2023-06-04;Sí;23;4,25;5632,39
5231;S2;P974;2023-10-16;2023-11-01;No;16;4,48;9481,38
5232;S1;P657;2023-10-17;2023-10-29;Sí;12;5,00;500,00
5233;S8;P641;2023-05-02;2023-05-16;Sí;14;3,80;14590,40
5234;S3;P556;2023-06-23;2023-06-26;No;3;2,80;14204,36
5235;S1;P401;2023-03-07;2023-03-23;Sí;16;2,70;16396,53
5236;S1;P472;2023-04-27;2023-04-30;Sí;3;4,43;3990,35
5237;S1;P159;2023-03-14;2023-03-17;Sí;3;5,00;14575,21
5238;S2;P592;2023-10-09;2023-10-12;Sí;3;5,00;8796,17
5239;S4;P930;2023-07-05;2023-07-09;No;4;1,86;500,00
5240;S4;P975;2023-11-05;2023-11-08;Sí;3;3,21;9668,65
5241;S3;P524;2023-12-05;2023-12-08;Sí;3;2,63;12135,41
5242;S2;P669;2023-09-17;2023-10-01;No;14;4,16;15119,37
5243;S2;P869;2023-02-26;2023-03-03;Sí;5;3,38;500,00
5244;S6;P490;2023-02-02;2023-02-09;Sí;7;3,34;7955,29
5245;S9;P639;2023-05-15;2023-05-30;Sí;15;5,00;11077,42
5246;S9;P952;2023-09-21;2023-09-24;Sí;3;4,12;7294,63
5247;S2;P376;2023-12-15;2023-12-18;Sí;3;4,12;7962,93
5248;S7;P155;2023-12-18;2023-12-29;Sí;11;2,77;500,00
5249;S9;P914;2023-10-29;2023-11-01;No;3;4,12;17672,25
5250;S1;P973;2023-08-25;2023-09-05;Sí;11;5,00;500,00
5251;S5;P867;2023-05-25;2023-06-09;Sí;15;5,00;7398,47
5252;S5;P131;2023-05-13;2023-05-21;Sí;8;2,06;12899,52
5253;S2;P468;2023-12-14;2023-12-17;Sí;3;1,00;7818,60
5254;S6;P674;2023-10-28;2023-11-05;No;8;2,22;9880,96
5255;S4;P150;2023-03-09;2023-03-19;Sí;10;1,19;10781,47
5256;S1;P249;2023-03-11;2023-03-17;Sí;6;5,00;8617,43
5257;S1;P195;2023-07-01;2023-07-08;Sí;7;1,63;6489,89
5258;S5;P987;2023-12-19;2023-12-22;Sí;3;3,91;1509,13
5259;S6;P728;2023-02-19;2023-02-22;Sí;3;1,00;500,00
5260;S9;P595;2023-10-24;2023-10-31;Sí;7;5,00;544,03
5261;S5;P540;2023-07-15;2023-07-21;Sí;6;4,71;4062,90
5262;S10;P245;2023-11-16;2023-11-22;Sí;6;4,97;1777,91
5263;S3;P670;2023-02-16;2023-03-05;Sí;17;4,14;1150,66
5264;S9;P541;2023-04-18;2023-04-23;No;5;3,18;8044,73
5265;S3;P444;2023-02-11;2023-03-10;No;27;1,90;4051,16
5266;S3;P166;2023-09-04;2023-09-19;Sí;15;4,70;500,00
5267;S7;P635;2023-01-11;2023-01-14;Sí;3;3,10;10075,08
5268;S6;P682;2023-11-06;2023-11-13;Sí;7;5,00;6128,44
5269;S1;P757;2023-06-17;2023-06-21;Sí;4;4,14;7471,57
5270;S3;P633;2023-02-03;2023-02-08;Sí;5;1,00;3865,25
5271;S7;P787;2023-10-08;2023-10-16;No;8;4,40;9541,04
5272;S4;P122;2023-06-10;2023-06-15;Sí;5;4,03;11342,26
5273;S9;P956;2023-11-28;2023-12-21;Sí;23;4,93;12086,66
5274;S8;P427;2023-08-24;2023-08-28;Sí;4;3,90;2961,53
5275;S9;P706;2023-10-30;2023-11-07;Sí;8;3,93;3390,27
5276;S4;P461;2023-07-03;2023-07-06;No;3;3,46;6186,01
5277;S1;P452;2023-03-02;2023-03-05;No;3;3,85;16080,91
5278;S1;P308;2023-05-10;2023-05-13;Sí;3;5,00;12969,43
5279;S10;P396;2023-08-06;2023-08-17;Sí;11;1,19;2387,19
5280;S1;P895;2023-07-29;2023-08-12;Sí;14;1,13;9782,35
5281;S3;P192;2023-03-10;2023-03-17;Sí;7;1,29;10397,99
5282;S3;P405;2023-05-07;2023-05-17;Sí;10;4,20;5566,19
5283;S10;P273;2023-02-10;2023-02-16;Sí;6;5,00;15872,21
5284;S1;P697;2023-03-21;2023-03-28;Sí;7;5,00;2169,84
5285;S2;P922;2023-09-04;2023-09-20;Sí;16;2,84;8283,68
5286;S8;P152;2023-05-29;2023-06-06;No;8;1,00;10911,17
5287;S10;P224;2023-09-19;2023-09-23;Sí;4;5,00;5025,16
5288;S5;P355;2023-11-02;2023-11-10;No;8;2,44;5288,99
5289;S9;P485;2023-02-25;2023-02-28;Sí;3;4,50;12636,93
5290;S9;P760;2023-06-30;2023-07-10;Sí;10;5,00;10361,63
5291;S4;P169;2023-06-17;2023-06-28;Sí;11;2,99;12639,30
5292;S2;P530;2023-05-15;2023-06-05;Sí;21;4,59;12443,97
5293;S9;P262;2023-10-04;2023-10-07;Sí;3;2,02;2066,03
5294;S9;P828;2023-03-29;2023-04-14;Sí;16;4,19;5008,47
5295;S4;P591;2023-06-21;2023-06-29;Sí;8;2,57;10138,82
5296;S1;P133;2023-01-26;2023-02-10;Sí;15;3,06;18716,29
5297;S8;P194;2023-07-05;2023-07-15;Sí;10;5,00;10214,54
5298;S3;P376;2023-06-25;2023-06-28;Sí;3;2,15;8892,70
5299;S5;P667;2023-09-08;2023-09-22;Sí;14;3,02;6112,45
5300;S5;P465;2023-04-17;2023-05-07;No;20;2,41;9017,52
5301;S2;P254;2023-11-25;2023-11-28;Sí;3;5,00;2241,08
5302;S7;P825;2023-06-20;2023-06-30;Sí;10;5,00;500,00
5303;S3;P888;2023-04-25;2023-05-07;Sí;12;1,00;12319,60
5304;S1;P115;2023-12-19;2024-01-12;Sí;24;2,55;990,09
5305;S4;P103;2023-11-02;2023-11-13;Sí;11;4,92;10308,21
5306;S2;P229;2023-04-21;2023-04-28;Sí;7;5,00;5712,66
5307;S10;P130;2023-06-23;2023-06-30;Sí;7;4,07;16618,85
5308;S9;P218;2023-08-30;2023-09-12;Sí;13;2,10;5964,76
5309;S7;P883;2023-12-24;2024-01-04;Sí;11;4,56;4457,24
5310;S6;P400;2023-02-14;2023-02-20;Sí;6;3,89;15619,56
5311;S6;P830;2023-05-12;2023-05-25;Sí;13;4,06;9366,11
5312;S1;P917;2023-08-19;2023-08-29;No;10;1,68;6579,05
5313;S7;P872;2023-11-01;2023-11-04;Sí;3;3,88;7528,08
5314;S8;P404;2023-01-26;2023-01-29;Sí;3;2,36;9562,73
5315;S6;P228;2023-11-30;2023-12-11;Sí;11;3,73;5298,12
5316;S6;P176;2023-11-22;2023-11-25;Sí;3;5,00;7092,00
5317;S3;P538;2023-02-21;2023-03-04;Sí;11;5,00;20000,00
5318;S9;P946;2023-06-24;2023-07-01;Sí;7;2,57;938,46
5319;S8;P463;2023-06-09;2023-06-17;Sí;8;1,72;19442,61
5320;S10;P562;2023-09-12;2023-09-15;Sí;3;1,42;9787,95
5321;S5;P788;2023-01-21;2023-01-31;Sí;10;1,00;4251,74
5322;S2;P956;2023-10-27;2023-10-30;Sí;3;3,33;10017,99
5323;S5;P718;2023-05-16;2023-05-24;Sí;8;3,35;10613,75
5324;S2;P147;2023-07-17;2023-07-21;Sí;4;4,89;15031,21
5325;S8;P446;2023-03-14;2023-03-21;Sí;7;3,81;5480,97
5326;S6;P111;2023-02-11;2023-02-28;Sí;17;3,45;10431,26
5327;S10;P301;2023-06-28;2023-07-07;Sí;9;3,69;9496,97
5328;S6;P578;2023-11-19;2023-11-23;Sí;4;2,24;5229,04
5329;S8;P449;2023-11-15;2023-11-30;Sí;15;2,22;6105,67
5330;S2;P805;2023-04-26;2023-05-11;Sí;15;3,59;9337,07
5331;S10;P556;2023-10-24;2023-10-27;Sí;3;5,00;500,00
5332;S6;P579;2023-08-06;2023-08-09;No;3;4,81;6550,50
5333;S10;P156;2023-01-21;2023-02-04;Sí;14;5,00;7650,47
5334;S2;P905;2023-02-05;2023-02-11;No;6;2,95;6303,16
5335;S1;P649;2023-07-21;2023-07-30;Sí;9;1,40;13534,28
5336;S6;P287;2023-12-08;2023-12-11;Sí;3;2,32;7140,16
5337;S10;P836;2023-04-05;2023-04-11;No;6;4,64;5361,47
5338;S2;P642;2023-11-26;2023-12-12;No;16;2,37;10053,34
5339;S2;P315;2023-12-01;2023-12-04;Sí;3;5,00;1555,50
5340;S6;P702;2023-02-19;2023-02-22;Sí;3;5,00;11280,10
5341;S7;P526;2023-06-13;2023-06-16;Sí;3;5,00;7533,04
5342;S5;P932;2023-11-14;2023-11-24;Sí;10;2,82;7189,55
5343;S2;P942;2023-05-08;2023-05-27;Sí;19;1,00;707,88
5344;S6;P815;2023-03-01;2023-03-04;Sí;3;1,00;2646,86
5345;S1;P499;2023-04-25;2023-05-05;Sí;10;5,00;4265,03
5346;S7;P725;2023-12-07;2023-12-10;Sí;3;5,00;20000,00
5347;S3;P734;2023-10-01;2023-10-12;Sí;11;5,00;2709,78
5348;S6;P866;2023-10-14;2023-10-29;Sí;15;2,70;1074,63
5349;S10;P243;2023-05-24;2023-06-11;Sí;18;5,00;8715,08
5350;S3;P590;2023-05-29;2023-06-03;Sí;5;4,31;10653,21
5351;S3;P720;2023-04-13;2023-04-16;Sí;3;3,76;8004,73
5352;S7;P520;2023-10-12;2023-10-15;Sí;3;3,44;5228,55
5353;S4;P864;2023-05-26;2023-06-09;Sí;14;5,00;7593,18
5354;S4;P636;2023-02-16;2023-02-25;Sí;9;5,00;8123,80
5355;S6;P602;2023-08-29;2023-09-01;Sí;3;4,65;6988,47
5356;S4;P995;2023-12-18;2023-12-21;Sí;3;1,37;2425,04
5357;S9;P383;2023-10-12;2023-10-15;Sí;3;1,00;6255,61
5358;S6;P456;2023-04-03;2023-04-06;Sí;3;3,96;10050,06
5359;S2;P132;2023-01-11;2023-01-14;Sí;3;2,97;500,00
5360;S9;P650;2023-04-07;2023-04-16;Sí;9;5,00;9600,44
5361;S7;P816;2023-10-27;2023-11-18;Sí;22;5,00;10125,31
5362;S6;P763;2023-12-17;2024-01-04;Sí;18;3,10;500,00
5363;S10;P457;2023-04-02;2023-04-24;Sí;22;4,51;9081,73
5364;S4;P761;2023-07-07;2023-07-10;Sí;3;3,80;8630,56
5365;S9;P669;2023-05-18;2023-06-04;No;17;3,36;10638,25
5366;S6;P536;2023-03-14;2023-03-21;Sí;7;5,00;11412,58
5367;S3;P314;2023-04-17;2023-04-20;Sí;3;4,68;4885,16
5368;S3;P462;2023-01-20;2023-01-24;Sí;4;5,00;9744,01
5369;S3;P473;2023-09-03;2023-09-07;Sí;4;4,11;8087,28
5370;S7;P821;2023-03-02;2023-03-05;Sí;3;1,00;5413,49
